 0, 25.000 
 0, 62.500
 0, 18.750
 0, 43.750
 0, 50.000
 0, 25.000
 1,  50.000 
 1,  68.750 
 1,  31.250 
 1,  50.000 
 1,  43.750 
 1,  37.500 
 2,  62.500 
 2,  25.000 
 2,  43.750 
 2,  37.500 
 2,  37.500 
 2,  56.250 
 3,  31.250 
 3,  43.750 
 3,  50.000 
 3,  31.250 
 3,  68.750 
 3,  31.250 
 4,  43.750 
 4,  43.750 
 4,  18.750 
 4,  62.500 
 4,  31.250 
 4,  62.500 
 5,  37.500 
 5,  43.750 
 5,  37.500 
 5,  25.000 
 5,  43.750 
 5,  43.750 
 6,  18.750 
 6,  37.500 
 6,  37.500 
 6,  37.500 
 6,  56.250 
 6,  68.750 
 7,  37.500 
 7,  31.250 
 7,  56.250 
 7,  50.000 
 7,  62.500 
 7,  43.750 
 8,  12.500 
 8,  18.750 
 8,  31.250 
 8,  43.750 
 8,  31.250 
 8,  62.500 
 9,  50.000 
 9,  50.000 
 9,  31.250 
 9,  50.000 
 9,  68.750 
 9,  31.250 
 10,  50.000 
 10,  31.250 
 10,  25.000 
 10,  56.250 
 10,  37.500 
 10,  31.250 
 11,  50.000 
 11,  43.750 
 11,  56.250 
 11,  37.500 
 11,  50.000 
 11,  50.000 
 12,  68.750 
 12,  25.000 
 12,  50.000 
 12,  50.000 
 12,  68.750 
 12,  50.000 
 13,  43.750 
 13,  62.500 
 13,  37.500 
 13,  25.000 
 13,  43.750 
 13,  68.750 
 14,  43.750 
 14,  68.750 
 14,  50.000 
 14,  68.750 
 14,  18.750 
 14,  31.250 
 15,  43.750 
 15,  37.500 
 15,  50.000 
 15,  62.500 
 15,  50.000 
 15,  50.000 
 16,  56.250 
 16,  50.000 
 16,  43.750 
 16,  43.750 
 16,  37.500 
 16,  81.250 
 17,  75.000 
 17,  62.500 
 17,  50.000 
 17,  43.750 
 17,  68.750 
 17,  25.000 
 18,  62.500 
 18,  62.500 
 18,  50.000 
 18,  43.750 
 18,  37.500 
 18,  62.500 
 19,  37.500 
 19,  56.250 
 19,  43.750 
 19,  68.750 
 19,  68.750 
 19,  62.500 
 20,  43.750 
 20,  50.000 
 20,  56.250 
 20,  50.000 
 20,  37.500 
 20,  56.250 
 21,  62.500 
 21,  43.750 
 21,  50.000 
 21,  62.500 
 21,  75.000 
 21,  25.000 
 22,  37.500 
 22,  18.750 
 22,  62.500 
 22,  68.750 
 22,  37.500 
 22,  56.250 
 23,  62.500 
 23,  56.250 
 23,  56.250 
 23,  50.000 
 23,  43.750 
 23,  56.250 
 24,  68.750 
 24,  43.750 
 24,  50.000 
 24,  68.750 
 24,  62.500 
